vendor_id,vendor_state,is_vendor_smb,vendor_created,location_id,location_timezone,location_sunday_open,location_sunday_closed,location_monday_open,location_monday_closed,location_tuesday_open,location_tuesday_closed,location_wednesday_open,location_wednesday_closed,location_thursday_open,location_thursday_closed,location_friday_open,location_friday_closed,location_saturday_open,location_saturday_closed,location_is_active,location_created_at,location_updated_at
2542,expired,0,2019-07-29 13:58:38,4765,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:26,2023-01-16 16:06:56
2554,live,0,2020-05-15 14:39:46,5007,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:46:55,2024-06-20 16:00:59
2554,live,0,2020-05-15 14:39:46,5010,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:17,2026-03-18 14:11:09
2552,live,0,2020-05-06 13:05:51,9959,America/Edmonton,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,08:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:29:31,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9968,America/Toronto,11:00:00,17:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,17:30:00,1,2021-10-14 08:29:34,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10002,America/Vancouver,11:00:00,18:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2021-10-14 08:29:48,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10004,America/Vancouver,12:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:49,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10021,America/Edmonton,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:55,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10022,America/Toronto,11:00:00,16:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:56,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10034,America/Toronto,11:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:01,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10039,America/Winnipeg,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,19:00:00,1,2021-10-14 08:30:03,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10062,America/Edmonton,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:11,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10075,America/Edmonton,12:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:15,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10086,America/Toronto,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:31:27,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10183,America/Toronto,,,,,,,,,,,,,,,0,2021-10-14 08:32:34,2025-02-28 10:04:57
2468,live,0,2017-12-01 19:36:28,10294,America/Moncton,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,0,2022-02-11 20:17:29,2022-02-11 21:54:07
2607,live,0,2022-03-25 04:37:23,10577,America/St_Johns,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2022-06-08 17:19:27,2024-09-12 18:58:36
2568,paid,0,2020-11-24 14:22:44,11027,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2022-10-05 19:19:37,2023-07-27 02:13:00
2568,paid,0,2020-11-24 14:22:44,11030,America/Halifax,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2022-10-05 19:24:25,2023-09-22 15:41:55
2468,live,0,2017-12-01 19:36:28,11095,America/Toronto,,,,,,,,,,,,,,,1,2022-11-22 20:35:30,2023-10-19 17:12:46
2558,paid,0,2020-06-12 18:32:30,11099,America/Vancouver,,,,,,,,,,,,,,,0,2022-11-30 00:00:41,2024-03-09 01:09:58
2568,paid,0,2020-11-24 14:22:44,11118,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,1,2023-02-10 18:43:57,2023-09-15 12:27:27
2568,paid,0,2020-11-24 14:22:44,11123,America/Edmonton,12:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2023-02-10 18:43:58,2024-01-30 20:19:29
2568,paid,0,2020-11-24 14:22:44,11128,America/Edmonton,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:00,2023-08-02 20:49:37
2568,paid,0,2020-11-24 14:22:44,11129,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:00,2023-08-02 20:49:37
2568,paid,0,2020-11-24 14:22:44,11130,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:00,2023-08-02 20:49:37
2568,paid,0,2020-11-24 14:22:44,11146,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:04,2023-10-18 20:39:44
2568,paid,0,2020-11-24 14:22:44,11149,America/Regina,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,1,2023-02-10 18:44:05,2023-08-02 20:49:38
2568,paid,0,2020-11-24 14:22:44,11160,America/Vancouver,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:07,2023-08-02 20:49:39
2623,live,0,2023-01-11 19:43:38,11322,America/Winnipeg,,,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,,,1,2023-03-13 14:38:19,2025-02-25 14:57:00
2509,paid,0,2018-08-20 02:09:26,11361,America/Toronto,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,,1,2023-05-04 18:13:26,2024-06-28 19:11:04
2630,live,0,2023-07-18 21:12:56,11803,America/Regina,,,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,17:00:00,,,1,2023-08-29 21:41:22,2023-10-06 16:17:59
2630,live,0,2023-07-18 21:12:56,11806,America/Regina,,,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,17:00:00,,,1,2023-08-29 21:41:22,2023-10-06 16:21:51
2554,live,0,2020-05-15 14:39:46,5013,America/Toronto,,,,,,,,,,,,,,,0,2020-06-04 16:49:18,2024-12-27 15:03:15
2554,live,0,2020-05-15 14:39:46,5014,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,0,2020-06-04 16:49:18,2024-04-15 15:07:57
2554,live,0,2020-05-15 14:39:46,5015,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:18,2024-06-20 16:15:53
2554,live,0,2020-05-15 14:39:46,5029,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:20,2024-06-10 21:09:38
2554,live,0,2020-05-15 14:39:46,5030,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:21,2024-06-20 16:18:37
2554,live,0,2020-05-15 14:39:46,5033,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:21,2024-06-20 16:20:29
2562,live,0,2020-08-24 15:36:41,5083,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2020-09-02 14:53:42,2022-10-03 15:28:13
2537,live,0,2019-05-30 20:47:37,4672,America/Regina,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2019-06-19 18:01:56,2021-04-22 15:00:03
2542,expired,0,2019-07-29 13:58:38,4721,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:05,2021-11-04 14:25:22
2542,expired,0,2019-07-29 13:58:38,4739,America/Regina,,,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,,,1,2019-09-30 16:22:14,2021-11-04 14:25:09
2542,expired,0,2019-07-29 13:58:38,4751,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:20,2023-08-14 17:36:03
2542,expired,0,2019-07-29 13:58:38,4762,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:24,2023-08-14 17:37:04
2542,expired,0,2019-07-29 13:58:38,4764,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,0,2019-09-30 16:22:25,2024-04-09 20:28:19
2542,expired,0,2019-07-29 13:58:38,4768,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:27,2023-01-16 16:07:36
2542,expired,0,2019-07-29 13:58:38,4771,America/Regina,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,1,2019-09-30 16:22:29,2023-01-16 16:08:50
2554,live,0,2020-05-15 14:39:46,5028,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,13:00:00,1,2020-06-04 16:49:20,2024-06-20 16:03:06
2562,live,0,2020-08-24 15:36:41,5075,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2020-09-02 14:42:30,2022-11-17 16:56:39
2519,live,0,2018-11-06 16:42:36,4368,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2019-02-06 14:56:37,2022-11-08 20:27:46
2496,paid,0,2018-04-11 18:50:21,4434,America/Vancouver,,,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:30:00,16:00:00,1,2019-03-28 17:14:17,2026-02-02 17:43:47
2537,live,0,2019-05-30 20:47:37,4673,America/Regina,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2019-06-19 18:01:56,2023-10-27 21:58:11
2537,live,0,2019-05-30 20:47:37,4674,America/Regina,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2019-06-19 18:01:57,2020-07-06 14:06:10
2537,live,0,2019-05-30 20:47:37,4675,America/Regina,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2019-06-19 18:01:57,2019-08-17 17:50:53
2542,expired,0,2019-07-29 13:58:38,4719,America/Regina,,,,,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,,,1,2019-09-30 16:22:04,2021-11-04 14:25:30
2542,expired,0,2019-07-29 13:58:38,4727,America/Regina,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,1,2019-09-30 16:22:08,2021-11-04 14:25:16
2542,expired,0,2019-07-29 13:58:38,4732,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:11,2021-11-04 14:25:16
2542,expired,0,2019-07-29 13:58:38,4740,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:14,2023-01-16 16:04:19
2542,expired,0,2019-07-29 13:58:38,4753,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:21,2023-08-14 17:36:36
2542,expired,0,2019-07-29 13:58:38,4755,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:21,2021-11-04 14:24:59
2542,expired,0,2019-07-29 13:58:38,4760,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:24,2021-11-04 14:24:59
2542,expired,0,2019-07-29 13:58:38,4763,America/Regina,,,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,,,1,2019-09-30 16:22:25,2021-11-04 14:24:52
2542,expired,0,2019-07-29 13:58:38,4766,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2019-09-30 16:22:27,2021-11-04 14:24:52
2548,paid,0,2019-12-09 21:41:05,4824,America/Toronto,,,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,,,1,2019-12-10 14:49:27,2022-04-29 19:40:00
2555,cancelled,0,2020-05-21 02:13:36,4953,Australia/Melbourne,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,1,2020-05-25 15:25:19,2021-05-27 22:59:38
2554,live,0,2020-05-15 14:39:46,5009,America/Toronto,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,,1,2020-06-04 16:49:17,2024-06-20 16:17:28
2554,live,0,2020-05-15 14:39:46,5012,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:17,2024-06-20 16:19:25
2554,live,0,2020-05-15 14:39:46,5022,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:19,2026-01-13 13:47:51
2554,live,0,2020-05-15 14:39:46,5023,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-06-04 16:49:19,2024-06-20 16:16:13
2554,live,0,2020-05-15 14:39:46,5026,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,13:00:00,1,2020-06-04 16:49:20,2024-06-20 16:16:53
2554,live,0,2020-05-15 14:39:46,5027,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,13:00:00,1,2020-06-04 16:49:20,2024-06-20 19:52:15
2554,live,0,2020-05-15 14:39:46,5036,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,13:00:00,1,2020-06-04 16:49:22,2024-06-20 16:00:47
2554,live,0,2020-05-15 14:39:46,5037,America/Toronto,,,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,,,1,2020-06-04 16:49:22,2025-04-22 19:11:35
2562,live,0,2020-08-24 15:36:41,5073,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2020-09-02 14:13:59,2024-04-29 16:29:06
2562,live,0,2020-08-24 15:36:41,5074,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2020-09-02 14:30:21,2022-10-05 16:44:14
2562,live,0,2020-08-24 15:36:41,5080,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-09-02 14:45:52,2024-02-05 20:06:40
2562,live,0,2020-08-24 15:36:41,5081,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,09:30:00,13:00:00,1,2020-09-02 14:53:40,2022-10-03 20:35:51
2562,live,0,2020-08-24 15:36:41,5085,America/Toronto,,,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,09:30:00,13:00:00,1,2020-09-02 14:53:43,2023-10-19 13:52:18
2573,live,0,2020-12-23 20:39:05,5908,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,18:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-12-30 14:17:24,2024-06-18 22:30:53
2573,live,0,2020-12-23 20:39:05,5911,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,18:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-12-30 14:19:59,2025-10-12 21:14:18
2573,live,0,2020-12-23 20:39:05,5917,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,18:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-12-30 14:25:11,2024-06-18 22:34:14
2575,live,0,2021-01-07 19:04:49,6316,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2021-01-21 19:31:56,2022-10-11 16:11:58
2575,live,0,2021-01-07 19:04:49,6320,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2021-01-21 19:31:57,2022-10-12 17:12:13
2576,cancelled,0,2021-01-12 14:40:42,6373,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2021-02-25 23:20:41,2023-04-19 15:36:16
2542,expired,0,2019-07-29 13:58:38,6400,America/Regina,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2021-03-01 16:54:56,2024-09-24 15:30:35
2591,live,0,2021-05-10 17:52:36,6663,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:17,2025-06-26 16:43:09
2573,live,0,2020-12-23 20:39:05,5912,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,18:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-12-30 14:20:47,2024-06-18 22:32:39
2573,live,0,2020-12-23 20:39:05,5916,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,18:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-12-30 14:24:17,2024-06-18 22:33:55
2576,cancelled,0,2021-01-12 14:40:42,6375,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,18:00:00,09:30:00,17:00:00,,,1,2021-02-25 23:20:43,2023-04-19 15:29:24
2554,live,0,2020-05-15 14:39:46,6629,America/Toronto,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2021-04-23 11:41:34,2023-06-26 20:06:44
2591,live,0,2021-05-10 17:52:36,6667,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:18,2025-06-26 16:42:36
2591,live,0,2021-05-10 17:52:36,6678,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:21,2024-04-01 17:37:32
2591,live,0,2021-05-10 17:52:36,6681,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:22,2025-07-02 17:29:18
2591,live,0,2021-05-10 17:52:36,6683,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:23,2025-07-29 17:17:36
2591,live,0,2021-05-10 17:52:36,6716,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:32,2024-10-10 16:54:20
2591,live,0,2021-05-10 17:52:36,6724,America/Toronto,,,,,,,,,,,,,,,1,2021-05-23 16:56:35,2021-11-03 17:04:50
2536,paid,0,2019-05-09 14:22:20,4900,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,16:00:00,1,2020-03-18 22:15:54,2024-04-17 20:37:15
2536,paid,0,2019-05-09 14:22:20,4912,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2020-03-18 22:59:05,2024-04-17 20:40:06
2536,paid,0,2019-05-09 14:22:20,4914,America/Vancouver,,,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,,,1,2020-04-02 15:31:18,2024-08-12 21:24:56
2551,live,0,2020-04-27 16:31:39,5002,America/Vancouver,,,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,14:00:00,1,2020-05-28 14:55:00,2021-09-07 16:32:43
2551,live,0,2020-04-27 16:31:39,5003,America/Vancouver,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2020-05-28 14:55:00,2024-02-14 22:34:37
2563,live,0,2020-09-16 13:33:08,7483,America/Edmonton,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2021-06-04 14:55:49,2021-06-23 14:17:52
2551,live,0,2020-04-27 16:31:39,7632,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,14:00:00,1,2021-07-08 21:56:16,2021-07-08 22:02:31
2608,live,0,2022-03-25 04:59:03,10483,America/Vancouver,,,10:00:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,15:00:00,1,2022-05-19 16:44:42,2024-03-14 21:15:49
2608,live,0,2022-03-25 04:59:03,10492,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2022-05-19 16:44:45,2025-01-22 20:56:34
2611,expired,0,2022-05-25 05:35:10,10514,America/Toronto,,,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,,,1,2022-05-25 05:35:11,2023-02-28 22:34:24
2619,live,0,2022-08-25 00:15:06,10634,America/Halifax,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:22,2023-06-12 15:12:26
2619,live,0,2022-08-25 00:15:06,10643,America/Regina,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:24,2023-06-12 15:12:26
2619,live,0,2022-08-25 00:15:06,10647,America/Whitehorse,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2022-09-08 19:54:25,2024-04-13 00:16:43
2619,live,0,2022-08-25 00:15:06,10657,America/Vancouver,10:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,19:00:00,09:30:00,18:00:00,1,2022-09-08 19:54:26,2025-08-24 20:33:10
