vendor_id,vendor_state,is_vendor_smb,vendor_created,location_id,location_timezone,location_sunday_open,location_sunday_closed,location_monday_open,location_monday_closed,location_tuesday_open,location_tuesday_closed,location_wednesday_open,location_wednesday_closed,location_thursday_open,location_thursday_closed,location_friday_open,location_friday_closed,location_saturday_open,location_saturday_closed,location_is_active,location_created_at,location_updated_at
2619,live,0,2022-08-25 00:15:06,10833,America/Toronto,11:00:00,18:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,1,2022-09-08 19:54:47,2024-06-02 16:36:23
2619,live,0,2022-08-25 00:15:06,10837,America/Toronto,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:47,2023-06-12 15:12:36
2619,live,0,2022-08-25 00:15:06,10841,America/Toronto,11:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2022-09-08 19:54:48,2024-02-03 15:56:03
2619,live,0,2022-08-25 00:15:06,10843,America/Toronto,10:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2022-09-08 19:54:48,2024-03-17 19:02:58
2619,live,0,2022-08-25 00:15:06,10853,America/Regina,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:49,2023-06-12 15:12:37
2619,live,0,2022-08-25 00:15:06,10861,America/Vancouver,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:50,2023-06-12 15:12:37
2619,live,0,2022-08-25 00:15:06,10867,America/Toronto,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2022-09-08 19:54:50,2024-01-09 19:10:01
2619,live,0,2022-08-25 00:15:06,10875,America/Whitehorse,11:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2022-09-08 19:54:51,2026-02-09 19:34:34
2619,live,0,2022-08-25 00:15:06,10879,America/St_Johns,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:52,2023-06-12 15:12:38
2619,live,0,2022-08-25 00:15:06,10881,America/Whitehorse,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,19:00:00,1,2022-09-08 19:54:52,2025-05-21 15:44:30
2619,live,0,2022-08-25 00:15:06,10889,America/Toronto,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:53,2023-06-12 15:12:38
2619,live,0,2022-08-25 00:15:06,10891,America/Vancouver,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2022-09-08 19:54:53,2024-06-15 14:28:02
2619,live,0,2022-08-25 00:15:06,10895,America/Toronto,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:53,2023-06-12 15:12:38
2619,live,0,2022-08-25 00:15:06,10897,America/Toronto,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,1,2022-09-08 19:54:54,2024-05-14 19:09:38
2619,live,0,2022-08-25 00:15:06,10901,America/Toronto,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2022-09-08 19:54:54,2023-09-26 22:09:52
2619,live,0,2022-08-25 00:15:06,10911,America/Halifax,00:00:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,18:00:00,1,2022-09-08 19:54:55,2024-06-21 13:49:54
2502,live,0,2018-06-19 15:12:09,3805,America/Toronto,,,09:30:00,15:00:00,09:30:00,15:00:00,09:30:00,15:00:00,09:30:00,15:00:00,09:30:00,15:00:00,,,1,2018-07-23 19:35:50,2022-05-27 13:39:31
2510,paid,0,2018-08-21 15:48:58,4099,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2018-09-05 13:42:26,2023-03-20 21:29:16
2510,paid,0,2018-08-21 15:48:58,4100,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2018-09-05 13:42:27,2023-09-19 20:32:20
2510,paid,0,2018-08-21 15:48:58,4106,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2018-09-05 13:42:30,2023-12-13 19:30:13
2510,paid,0,2018-08-21 15:48:58,4107,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2018-09-05 13:42:31,2023-03-20 21:30:52
2510,paid,0,2018-08-21 15:48:58,4109,America/Vancouver,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2018-09-05 13:42:33,2023-03-20 21:30:14
1794,paid,1,2015-10-01 16:33:00,4324,America/Vancouver,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,0,2019-01-02 16:50:33,2019-01-02 16:51:53
2523,paid,0,2019-01-16 16:02:14,4337,America/Fort_Nelson,,,11:30:00,16:30:00,11:30:00,16:30:00,11:30:00,16:30:00,11:30:00,16:30:00,11:30:00,17:30:00,,,1,2019-01-16 17:09:16,2025-06-21 04:42:15
2552,live,0,2020-05-06 13:05:51,9618,America/Winnipeg,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,0,2021-10-14 08:25:25,2025-02-28 10:04:57
2552,live,0,2020-05-06 13:05:51,9779,America/Toronto,10:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:27:22,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9811,America/Toronto,10:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,17:00:00,1,2021-10-14 08:27:57,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9767,America/Toronto,10:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,09:00:00,17:00:00,1,2021-10-14 08:27:15,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9846,America/Toronto,11:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,0,2021-10-14 08:28:13,2025-02-28 10:04:57
2552,live,0,2020-05-06 13:05:51,9920,America/Vancouver,11:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:28:49,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9933,America/Toronto,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,1,2021-10-14 08:28:54,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9952,America/Vancouver,11:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:28,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9960,America/Edmonton,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:29:31,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9964,America/Toronto,11:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:33,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9965,America/Vancouver,11:00:00,18:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,19:00:00,1,2021-10-14 08:29:33,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9986,America/Vancouver,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:29:42,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9987,America/Halifax,12:00:00,17:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,09:30:00,21:00:00,1,2021-10-14 08:29:42,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9991,America/Toronto,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:44,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9992,America/Toronto,12:00:00,17:00:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:00:00,1,2021-10-14 08:29:44,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9994,America/Vancouver,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:45,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10020,America/Toronto,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,09:30:00,17:30:00,1,2021-10-14 08:29:55,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10027,America/Vancouver,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:58,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9805,America/Toronto,10:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,09:00:00,17:00:00,1,2021-10-14 08:27:54,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9841,America/Toronto,11:00:00,17:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,09:30:00,18:00:00,0,2021-10-14 08:28:10,2025-02-28 10:04:57
2552,live,0,2020-05-06 13:05:51,9863,America/Edmonton,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,1,2021-10-14 08:28:22,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9913,America/Toronto,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:28:46,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9940,America/Toronto,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,1,2021-10-14 08:29:23,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9958,America/Toronto,12:00:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,17:00:00,1,2021-10-14 08:29:30,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9976,America/Toronto,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:29:37,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9990,America/Vancouver,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:43,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9996,America/Toronto,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:46,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10005,America/Toronto,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,09:30:00,18:00:00,1,2021-10-14 08:29:49,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10006,America/Edmonton,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,20:00:00,1,2021-10-14 08:29:49,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9907,America/Toronto,12:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,17:30:00,1,2021-10-14 08:28:43,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9931,America/Toronto,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:28:53,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9947,America/Toronto,11:00:00,16:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,1,2021-10-14 08:29:26,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9978,America/Edmonton,12:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:38,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,9989,America/Toronto,11:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,1,2021-10-14 08:29:43,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10019,America/Toronto,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:54,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10026,America/Toronto,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:29:58,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10038,America/Toronto,11:00:00,17:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,19:00:00,1,2021-10-14 08:30:03,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10042,America/Regina,12:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,19:00:00,10:00:00,19:00:00,11:00:00,19:00:00,1,2021-10-14 08:30:04,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10058,America/Edmonton,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,19:00:00,1,2021-10-14 08:30:10,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10077,America/Toronto,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:30:16,2025-02-28 10:04:40
2552,live,0,2020-05-06 13:05:51,10080,America/Toronto,12:00:00,17:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:31,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10085,America/Vancouver,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:31:26,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10149,America/Vancouver,11:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:32:23,2025-02-28 10:04:41
2516,live,0,2018-10-15 14:43:05,10365,America/Toronto,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,1,2022-04-14 18:35:23,2022-04-14 18:35:58
2552,live,0,2020-05-06 13:05:51,10045,America/Vancouver,11:00:00,19:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-10-14 08:30:05,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10047,America/Vancouver,10:30:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,1,2021-10-14 08:30:06,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10048,America/Vancouver,11:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:06,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10072,America/Vancouver,10:30:00,17:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,10:30:00,17:30:00,1,2021-10-14 08:30:14,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10146,America/Halifax,12:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:32:22,2025-02-28 10:04:41
2568,paid,0,2020-11-24 14:22:44,10257,America/Edmonton,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,1,2021-12-16 18:15:22,2023-07-27 02:12:59
2607,live,0,2022-03-25 04:37:23,10391,America/Halifax,,,09:30:00,16:00:00,09:30:00,16:00:00,09:30:00,16:00:00,09:30:00,16:00:00,09:30:00,16:00:00,,,1,2022-04-19 07:32:56,2026-04-30 16:55:06
2607,live,0,2022-03-25 04:37:23,10439,America/Halifax,,,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,,,1,2022-04-19 07:33:12,2026-04-30 17:13:45
2521,paid,0,2018-11-14 15:22:32,10454,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2022-05-04 18:25:43,2026-03-17 21:12:14
2521,paid,0,2018-11-14 15:22:32,10456,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,,,,,0,2022-05-04 18:31:16,2023-12-08 18:05:21
2568,paid,0,2020-11-24 14:22:44,11025,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2022-10-05 19:16:16,2023-07-27 02:13:00
2552,live,0,2020-05-06 13:05:51,10055,America/Edmonton,11:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:09,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10057,America/Edmonton,11:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,20:00:00,1,2021-10-14 08:30:10,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10063,America/Winnipeg,11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,1,2021-10-14 08:30:11,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10064,America/Toronto,12:00:00,17:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,17:30:00,1,2021-10-14 08:30:11,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10089,America/Toronto,12:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,1,2021-10-14 08:31:29,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10091,America/Vancouver,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:32:01,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10150,America/Vancouver,11:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,1,2021-10-14 08:32:23,2025-02-28 10:04:41
2552,live,0,2020-05-06 13:05:51,10152,America/Toronto,12:00:00,17:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,10:00:00,18:00:00,1,2021-10-14 08:32:24,2025-02-28 10:04:41
2607,live,0,2022-03-25 04:37:23,10377,America/Halifax,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2022-04-19 07:32:51,2023-07-24 18:07:50
2607,live,0,2022-03-25 04:37:23,10427,America/Halifax,,,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,,,1,2022-04-19 07:33:08,2026-04-30 17:07:59
2568,paid,0,2020-11-24 14:22:44,11022,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2022-10-05 19:10:23,2023-09-25 19:05:44
2589,live,0,2021-05-04 15:56:07,11066,America/Vancouver,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,1,2022-10-21 17:42:40,2025-12-02 19:06:16
2589,live,0,2021-05-04 15:56:07,11087,America/Vancouver,08:00:00,19:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,19:00:00,0,2022-11-10 21:27:49,2024-03-15 15:19:04
2468,live,0,2017-12-01 19:36:28,11094,America/Toronto,,,,,,,,,,,,,,,1,2022-11-22 20:34:08,2023-01-08 04:00:42
2568,paid,0,2020-11-24 14:22:44,11124,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,1,2023-02-10 18:43:59,2023-12-18 14:20:43
2607,live,0,2022-03-25 04:37:23,10412,America/Halifax,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,1,2022-04-19 07:33:03,2024-01-30 14:04:43
2521,paid,0,2018-11-14 15:22:32,10453,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,,,1,2022-05-04 18:21:23,2026-03-17 21:13:03
2521,paid,0,2018-11-14 15:22:32,10455,America/Winnipeg,,,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,10:00:00,15:00:00,1,2022-05-04 18:27:24,2026-03-17 21:13:21
2568,paid,0,2020-11-24 14:22:44,11134,America/Edmonton,10:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,1,2023-02-10 18:44:01,2023-08-02 20:49:38
2568,paid,0,2020-11-24 14:22:44,11144,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,1,2023-02-10 18:44:03,2023-08-02 20:49:38
2568,paid,0,2020-11-24 14:22:44,11145,America/Toronto,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,1,2023-02-10 18:44:04,2023-08-02 20:49:38
