id,vendor_id,duration,flex_time,buffer_post,active,sort_order,classification,created,updated
4121,874,60,0,0,1,2,1,2014-01-10 17:10:18,2014-01-14 16:01:19
4123,874,90,0,0,1,4,1,2014-01-10 17:11:31,2014-01-14 15:59:57
4124,874,30,0,0,1,5,1,2014-01-10 17:12:24,2014-01-14 15:59:38
4360,928,30,0,0,1,1,1,2014-02-06 18:41:31,2014-02-12 21:18:08
4578,967,60,0,30,1,2,1,2014-03-01 04:30:08,2025-12-30 19:16:24
4860,1008,90,0,15,1,9,1,2014-03-31 18:37:26,2021-05-07 19:41:48
4878,940,30,0,0,1,3,1,2014-04-01 22:46:41,2014-04-01 22:46:41
5191,661,15,0,0,0,0,1,2014-05-19 19:20:23,2018-02-14 15:09:40
5313,1085,90,0,0,1,4,1,2014-06-03 19:59:30,2024-07-01 18:40:41
5610,1006,60,0,0,1,6,1,2014-07-18 22:12:59,2014-09-17 19:04:37
5996,1217,60,0,0,1,1,1,2014-08-29 18:42:09,2019-06-13 00:38:27
5998,1217,60,0,0,1,2,1,2014-08-29 19:37:32,2019-06-13 00:38:46
6000,1217,120,0,0,1,5,1,2014-08-30 00:18:30,2019-06-13 00:39:41
6008,1217,150,0,0,1,6,1,2014-08-30 02:30:50,2019-06-13 00:40:20
6536,1317,135,0,0,1,9,1,2014-11-22 02:38:14,2025-03-20 14:26:16
6781,1310,120,0,0,1,4,1,2015-01-02 04:20:05,2022-05-02 02:23:41
6946,768,30,0,15,1,3,1,2015-02-01 01:43:30,2015-04-15 16:40:30
7541,1292,30,0,0,0,4,1,2015-04-09 21:22:28,2025-03-31 04:40:51
7604,661,105,0,0,1,13,1,2015-04-18 18:47:40,2020-09-30 15:14:06
7817,1292,45,0,0,0,6,1,2015-05-06 11:19:07,2025-06-14 18:15:14
7912,1418,45,0,15,1,7,1,2015-05-20 18:20:24,2015-08-14 17:07:32
8368,954,60,0,15,1,19,1,2015-07-09 15:36:02,2026-02-03 17:21:39
8899,1741,60,0,30,1,43,1,2015-08-31 13:37:38,2025-12-16 15:38:49
8942,1742,30,0,0,1,3,1,2015-09-02 11:10:14,2015-09-02 11:10:14
9149,1014,75,0,0,0,0,1,2015-09-22 00:44:59,2015-12-09 22:29:33
9241,1799,10,0,0,1,2,1,2015-10-02 21:11:24,2022-10-13 01:31:42
9298,1802,15,0,0,1,43,1,2015-10-06 00:42:00,2021-04-23 14:01:58
9422,1755,30,0,0,1,6,1,2015-10-16 21:59:10,2015-10-18 19:26:24
9433,1805,30,0,0,1,19,1,2015-10-17 04:02:12,2019-07-31 22:00:16
10471,1396,90,0,15,1,30,1,2016-01-26 20:26:49,2016-09-13 19:25:34
10527,1623,90,0,30,0,0,1,2016-02-04 01:18:58,2016-03-15 00:47:37
10652,1991,60,0,15,0,0,1,2016-02-16 18:25:17,2020-05-28 17:35:33
10763,1292,45,0,0,1,9,1,2016-02-26 19:45:40,2023-11-08 13:41:48
10772,1292,15,0,0,1,18,1,2016-02-26 19:57:14,2016-02-26 19:57:14
10981,2022,15,0,15,0,0,1,2016-03-18 15:42:54,2017-04-19 20:21:26
11547,1075,120,0,0,1,10,1,2016-06-02 16:32:50,2022-07-11 14:59:35
11555,2133,60,0,0,1,1,1,2016-06-03 22:16:12,2025-08-11 06:08:29
12326,2210,60,0,0,1,8,1,2016-09-06 21:17:32,2024-05-15 15:59:21
12331,2210,60,0,0,1,2,1,2016-09-06 21:24:16,2024-05-15 15:59:21
12423,2326,30,0,0,1,1,1,2016-09-15 00:21:37,2022-12-16 22:30:46
12500,2336,720,0,0,1,1,1,2016-09-22 21:40:09,2016-09-22 22:04:44
12612,1683,30,1,0,1,5,1,2016-10-05 21:00:34,2025-07-22 21:18:53
12710,2359,90,0,0,0,0,1,2016-10-17 04:44:29,2018-02-15 06:04:33
12822,661,30,0,0,1,22,1,2016-11-02 17:34:27,2019-10-21 17:58:06
13031,2379,15,0,0,1,4,1,2016-12-01 20:21:04,2018-11-28 18:49:16
13277,2390,90,0,15,1,10,1,2017-01-30 22:51:33,2018-08-02 01:53:29
13349,989,60,0,15,0,0,1,2017-02-12 01:04:48,2019-10-28 21:18:06
13387,2396,30,0,0,1,3,1,2017-03-01 21:27:25,2026-02-13 14:47:59
13563,1885,45,0,0,1,149,1,2017-03-28 17:37:46,2017-03-28 17:37:46
14087,2437,60,0,30,1,3,1,2017-07-21 18:55:58,2021-12-08 19:33:25
14357,1085,60,0,0,1,5,1,2017-10-01 04:14:44,2024-07-01 18:41:02
14374,1292,15,0,0,1,39,1,2017-10-06 12:14:22,2022-09-20 20:31:49
14725,1683,60,1,0,1,3,1,2017-12-22 17:55:59,2025-07-22 21:18:53
14964,1435,120,0,15,1,2,1,2018-03-06 21:26:50,2025-06-18 20:51:02
15191,2496,30,0,0,1,29,15,2018-04-12 16:30:24,2023-08-15 20:38:58
15759,2507,60,0,0,1,2,2,2018-09-04 17:34:36,2024-10-22 15:33:39
15761,2507,60,0,0,1,18,7,2018-09-04 17:35:53,2026-04-01 13:40:54
15763,2507,60,0,0,1,7,11,2018-09-04 17:37:54,2024-10-22 15:34:39
15764,2507,60,0,0,1,8,11,2018-09-04 18:01:05,2024-10-22 15:34:48
15768,2507,60,0,0,1,11,10,2018-09-04 18:03:36,2024-10-22 15:35:20
15779,2510,60,0,0,1,24,7,2018-09-04 20:16:39,2026-04-01 13:32:29
15781,2510,90,0,0,1,7,11,2018-09-04 20:18:38,2024-10-22 15:19:32
15790,2510,45,0,0,1,10,3,2018-09-04 21:01:34,2026-04-01 13:31:03
15796,2511,60,0,0,1,24,7,2018-09-04 17:35:53,2026-04-01 13:08:06
15803,2511,60,0,0,1,11,10,2018-09-04 18:03:36,2025-04-14 22:14:25
15815,2512,60,0,0,1,10,11,2018-09-04 18:01:05,2024-10-22 15:12:24
15820,2512,90,0,0,1,14,10,2018-09-04 18:04:22,2024-10-22 15:13:33
15821,2512,60,0,0,1,3,18,2018-09-04 18:04:57,2024-10-22 15:11:07
15925,2505,60,0,30,1,13,6,2018-09-19 16:53:40,2024-02-12 21:54:17
15998,2357,60,0,30,1,28,2,2018-10-18 13:45:53,2024-11-21 19:51:08
16000,2357,60,0,30,1,13,10,2018-10-18 13:50:28,2024-11-21 19:47:14
16080,2516,60,0,60,1,23,12,2018-10-29 13:57:17,2026-01-08 17:33:18
16146,2519,60,0,0,1,8,2,2018-11-06 21:14:44,2025-07-30 20:29:19
16189,1885,45,0,0,1,728,1,2018-11-12 19:37:00,2018-11-12 19:37:00
16346,1885,45,0,0,1,802,1,2018-12-11 19:08:35,2018-12-11 19:08:35
16402,2521,60,0,0,0,9,11,2018-12-13 19:00:34,2025-08-13 20:52:59
16408,2521,60,0,0,1,13,11,2018-12-13 19:07:05,2025-05-09 16:44:45
16412,2521,90,0,0,0,17,3,2018-12-13 19:10:29,2025-08-13 20:56:42
16443,1184,45,0,0,1,33,1,2018-12-16 08:03:23,2018-12-26 05:34:48
16532,2525,45,0,15,1,16,2,2019-01-24 18:09:24,2025-06-21 04:49:38
16533,2525,60,0,15,1,7,12,2019-01-24 18:11:26,2025-06-21 04:49:38
16555,2524,90,0,0,1,7,18,2019-01-28 19:47:50,2023-06-12 17:07:55
16612,51,30,0,30,0,0,1,2019-02-06 21:49:20,2019-03-25 04:08:10
16632,2523,45,0,15,1,9,15,2019-02-14 16:14:57,2025-06-21 04:46:58
16637,2523,30,0,15,1,2,2,2019-02-15 20:31:01,2025-06-21 04:46:59
16734,2519,60,0,0,1,31,7,2019-03-05 22:04:32,2025-04-04 09:38:09
16833,2525,60,0,15,1,13,11,2019-04-05 21:53:57,2025-06-21 04:49:38
16880,2525,60,0,15,1,9,6,2019-04-25 22:59:52,2025-06-21 04:49:38
16909,2531,60,0,15,1,7,6,2019-05-07 12:43:20,2025-05-05 17:53:53
16919,2536,15,0,30,1,1,1,2019-05-09 14:22:20,2025-07-28 18:02:17
16927,2525,30,1,15,1,8,2,2019-05-10 17:54:48,2025-06-21 04:49:38
16931,2536,30,0,0,1,2,8,2019-05-14 15:56:27,2023-03-28 18:52:08
16934,2536,60,0,0,1,17,8,2019-05-14 15:57:43,2023-03-28 13:44:48
16946,2536,60,0,15,1,8,8,2019-05-14 17:49:55,2023-07-18 16:58:02
16964,2496,60,1,15,1,28,15,2019-05-16 20:47:45,2023-07-31 23:49:13
16969,2531,60,0,15,1,4,11,2019-05-21 17:08:31,2025-06-09 17:03:52
16996,2531,15,0,0,1,5,7,2019-06-10 19:02:00,2025-05-05 17:53:53
17000,2534,60,0,0,1,5,11,2019-06-10 19:52:01,2023-04-25 14:13:31
17002,2534,60,0,0,1,7,6,2019-06-10 20:17:43,2022-08-08 12:31:24
17003,2534,60,0,0,1,8,1,2019-06-10 20:18:44,2022-08-08 12:31:36
17058,2519,60,0,30,1,9,3,2019-06-20 19:45:59,2025-07-30 20:29:25
17197,2357,60,0,30,1,9,15,2019-09-06 16:50:55,2024-12-05 18:33:12
17222,2542,60,0,0,1,12,11,2019-09-13 15:18:33,2024-04-30 22:03:57
17223,2542,60,0,0,1,13,3,2019-09-13 15:19:31,2024-03-22 16:46:08
17226,2542,60,0,0,1,15,10,2019-09-13 15:26:00,2025-02-21 21:52:41
17254,2523,120,0,15,1,22,3,2019-09-20 17:00:55,2025-06-21 04:47:00
17431,2544,45,0,15,1,2,1,2019-10-15 18:16:00,2022-02-09 23:06:11
17452,2542,60,0,0,1,6,3,2019-10-23 20:55:38,2024-03-22 16:50:09
17513,2496,45,0,15,1,20,10,2019-11-21 00:20:41,2023-08-15 20:34:51
17562,2547,60,0,30,1,2,11,2020-01-02 16:04:21,2026-02-11 15:43:57
17565,2547,45,0,15,1,5,10,2020-01-02 16:16:33,2026-02-11 15:51:49
17572,2547,60,0,30,1,12,3,2020-01-02 16:29:12,2026-02-11 15:53:43
17590,2445,30,0,30,1,2,1,2020-01-06 21:34:15,2024-10-31 19:54:11
17591,2445,30,0,30,1,5,1,2020-01-06 21:35:01,2024-10-31 20:05:05
17621,2547,30,0,15,1,18,7,2020-01-16 20:05:21,2026-02-11 15:55:22
17760,2532,45,0,15,1,24,15,2020-03-23 08:11:18,2026-04-23 17:54:53
17761,2532,45,0,15,1,30,10,2020-03-23 08:12:00,2025-11-25 22:26:20
17762,2532,45,0,15,1,23,11,2020-03-23 08:12:55,2025-11-25 22:26:20
17850,2532,45,0,15,1,32,10,2020-05-06 21:43:48,2025-11-25 22:26:20
17877,2532,60,0,0,1,17,2,2020-05-19 19:12:07,2025-11-25 22:26:20
17897,2551,45,0,15,1,5,11,2020-05-28 14:53:37,2022-12-30 21:27:41
17899,2551,45,0,15,1,7,11,2020-05-28 14:53:37,2021-07-06 01:01:27
17900,2551,45,0,15,1,8,12,2020-05-28 14:53:37,2024-08-01 18:09:35
17902,2551,30,0,15,1,10,7,2020-05-28 14:53:38,2021-07-06 01:06:37
17905,2551,45,0,15,1,13,10,2020-05-28 14:53:38,2022-05-20 16:17:07
17937,2554,60,0,15,1,1,12,2020-06-04 14:16:30,2026-03-06 22:12:29
17940,2554,60,0,30,1,5,11,2020-06-04 14:20:40,2026-03-06 22:12:29
17959,2554,30,0,0,1,87,2,2020-06-04 14:52:40,2026-03-26 19:28:40
17963,2554,30,0,0,1,55,1,2020-06-04 14:52:41,2026-03-06 22:12:28
18061,2532,45,0,0,1,20,3,2020-07-13 07:29:26,2025-11-25 22:26:20
18073,2521,60,0,0,1,28,10,2020-07-29 19:10:19,2025-05-09 16:44:58
18105,2562,30,0,0,0,1,1,2020-08-24 15:36:41,2020-09-21 18:24:14
18130,2562,60,0,15,1,9,15,2020-09-02 13:57:29,2026-01-05 16:05:12
18138,1741,60,0,0,1,61,1,2020-09-06 14:58:16,2020-09-06 14:58:16
18190,2357,60,0,30,1,23,1,2020-09-28 13:11:13,2024-11-21 19:50:40
18192,2534,60,0,0,1,9,11,2020-09-28 19:03:46,2023-04-25 14:14:03
18263,2537,90,0,0,1,39,11,2020-11-02 20:27:50,2026-04-27 17:02:08
18295,2567,75,0,15,0,12,11,2020-11-03 17:38:10,2025-09-24 21:24:56
18296,2567,45,0,15,1,13,11,2020-11-03 17:38:10,2025-05-23 22:24:29
18297,2567,45,0,15,1,14,11,2020-11-03 17:38:10,2025-05-23 22:25:50
18301,2567,75,0,15,1,18,10,2020-11-03 17:38:10,2025-05-23 22:37:55
18324,2509,60,0,30,1,48,2,2020-11-11 14:04:10,2026-02-20 18:37:32
18326,2509,30,0,15,1,42,2,2020-11-11 14:05:02,2026-02-23 20:43:28
18331,2509,60,0,30,0,62,11,2020-11-11 14:27:34,2024-04-23 16:13:41
18333,2509,60,0,30,1,59,11,2020-11-11 14:28:59,2026-02-04 14:43:28
18338,2509,30,0,15,1,44,10,2020-11-11 14:31:24,2026-02-23 20:43:33
18339,2509,15,0,15,0,53,6,2020-11-11 14:34:16,2026-04-24 18:47:05
18344,2357,60,0,30,1,1,12,2020-11-12 21:44:21,2024-11-21 19:37:12
18421,2568,90,0,0,1,1,1,2020-11-27 18:47:27,2023-02-15 15:57:04
18448,2567,60,0,15,0,8,4,2020-12-09 19:23:32,2025-08-06 21:18:33
18497,1871,30,0,0,1,158,1,2020-12-24 17:35:31,2021-01-13 15:55:39
18529,2554,45,0,15,1,40,15,2021-01-05 20:01:47,2026-03-06 22:12:29
18591,2556,90,0,30,0,15,10,2021-01-13 16:52:27,2023-10-23 00:00:20
18624,2575,60,0,0,1,2,12,2021-01-21 19:32:28,2023-02-10 23:39:38
18628,2575,30,0,0,1,5,7,2021-01-21 19:32:28,2023-02-10 23:35:01
18633,2575,45,0,0,1,10,10,2021-01-21 19:32:28,2023-02-10 23:36:38
18678,2563,60,0,15,1,5,7,2021-01-26 17:42:25,2023-05-05 18:01:11
18680,2563,60,0,15,1,7,10,2021-01-26 17:42:25,2021-03-01 23:11:00
18692,2563,90,0,15,1,19,15,2021-01-26 17:42:25,2021-04-08 00:58:08
18693,2563,60,0,15,1,20,15,2021-01-26 17:42:25,2021-03-01 23:21:32
18709,2570,45,0,0,0,4,1,2021-01-28 20:07:41,2024-07-11 00:17:39
18733,2573,45,0,15,1,18,11,2021-02-12 16:44:40,2023-05-26 13:58:47
18735,2573,60,0,30,1,20,15,2021-02-12 16:44:40,2024-04-22 20:47:50
18792,2532,45,0,15,1,47,10,2021-03-01 19:04:13,2025-11-25 22:26:20
18824,2573,45,0,45,1,31,1,2021-03-09 22:44:55,2026-04-13 17:23:29
18845,2586,30,0,0,1,8,13,2021-03-24 16:15:14,2021-05-19 15:09:30
18850,2573,15,0,0,1,30,7,2021-03-30 17:59:50,2023-05-26 14:06:49
18856,2554,60,0,30,1,8,1,2021-04-06 11:37:41,2026-03-06 22:12:29
18864,2585,60,0,0,1,9,11,2021-04-07 13:53:01,2026-05-06 02:29:12
18872,2585,60,0,0,1,1,1,2021-04-07 18:18:54,2026-05-06 02:30:11
18873,2585,60,0,0,1,10,1,2021-04-07 18:18:54,2026-04-29 17:08:59
18989,2591,60,0,30,1,9,1,2021-05-31 19:31:03,2024-09-12 14:49:53
19023,2563,90,0,15,1,41,12,2021-06-04 12:19:00,2021-06-23 16:55:57
19050,2593,60,0,0,1,2,2,2021-06-18 06:38:30,2023-05-26 20:16:53
19051,2593,30,0,0,1,3,2,2021-06-18 06:38:30,2021-11-25 22:23:27
19052,2593,60,0,0,1,4,2,2021-06-18 06:38:30,2021-11-25 22:23:54
19053,2593,45,0,15,1,6,18,2021-06-18 06:38:30,2022-02-24 14:40:43
19055,2593,60,0,0,1,5,10,2021-06-18 06:38:30,2024-10-04 15:42:52
19056,2593,60,0,30,1,8,15,2021-06-18 06:38:30,2021-07-20 20:05:19
19195,2510,90,0,0,1,13,3,2021-08-11 03:41:21,2026-04-27 14:50:34
19199,2507,90,0,0,1,21,3,2021-08-11 03:56:53,2026-04-27 14:47:40
19230,1741,45,0,15,1,96,1,2021-08-31 19:03:48,2021-08-31 19:05:16
19233,1741,30,0,0,1,99,1,2021-08-31 19:07:00,2021-08-31 19:07:00
19237,1741,180,0,0,1,103,1,2021-08-31 19:09:18,2021-08-31 19:09:18
19290,2596,60,0,0,1,28,3,2021-09-10 18:04:14,2024-06-21 17:47:45
19291,2596,60,0,0,1,29,2,2021-09-10 18:04:14,2025-05-12 18:28:56
19303,2596,60,0,0,1,7,10,2021-09-10 18:04:14,2024-12-11 20:21:08
19310,2596,60,0,0,1,13,15,2021-09-10 18:04:15,2024-06-21 17:49:19
19318,2596,30,0,0,1,21,2,2021-09-10 18:04:15,2022-12-14 17:45:02
19320,2596,30,0,0,1,20,7,2021-09-10 18:04:15,2022-12-14 17:45:17
19332,2597,60,0,30,1,14,6,2021-09-13 23:20:56,2023-11-01 16:06:41
19338,2597,60,0,30,1,6,15,2021-09-13 23:20:56,2022-02-01 15:15:51
72,24,75,0,0,1,1,1,2011-09-05 03:11:38,2023-01-21 05:37:52
296,48,30,0,0,1,1,1,2011-09-21 12:44:52,2022-09-12 18:40:22
796,139,105,0,0,1,6,1,2012-01-21 07:09:51,2012-01-21 07:09:51
798,135,60,0,15,1,14,1,2012-01-21 07:52:46,2025-02-27 23:04:41
842,119,60,0,15,0,0,1,2012-01-30 09:33:11,2016-01-25 13:37:52
1337,298,45,0,0,1,3,1,2012-06-01 11:17:34,2024-02-09 15:24:02
1624,377,90,0,0,1,3,1,2012-08-27 16:46:41,2025-01-02 23:24:47
1951,473,60,0,0,1,1,1,2012-12-13 16:34:52,2023-03-27 13:07:28
2486,583,15,0,0,0,0,1,2013-04-29 19:35:12,2013-04-29 22:44:21
2602,608,90,0,0,1,20,1,2013-05-21 03:12:10,2025-03-20 00:21:12
2604,608,15,0,0,1,29,1,2013-05-21 03:12:10,2025-03-20 00:28:15
2616,608,90,0,0,1,9,1,2013-05-21 03:12:10,2026-03-09 21:33:26
2631,608,30,0,0,1,45,1,2013-05-21 03:12:10,2025-03-20 00:27:34
3328,713,90,0,0,1,3,1,2013-08-13 17:33:29,2024-02-01 22:08:12
3366,576,60,0,0,1,5,1,2013-08-19 21:34:06,2025-07-17 14:53:19
3495,742,30,0,0,1,1,1,2013-09-05 01:33:38,2013-09-05 01:33:38
4331,923,60,0,20,1,2,1,2014-02-04 20:47:54,2025-01-06 21:53:46
4419,940,60,0,0,1,1,1,2014-02-12 16:54:24,2014-02-12 17:03:17
4420,940,60,0,0,1,2,1,2014-02-12 17:04:56,2014-02-12 17:04:56
4426,51,90,0,30,1,3,1,2014-02-12 22:35:25,2025-11-10 20:05:14
4461,928,30,0,0,1,7,1,2014-02-14 15:52:59,2021-02-17 16:34:04
4747,995,30,0,0,1,64,1,2014-03-19 05:19:40,2014-08-12 15:08:24
4846,1008,60,0,15,1,8,1,2014-03-31 16:16:15,2021-05-07 19:41:32
4861,1008,45,0,15,1,7,1,2014-03-31 18:39:33,2021-05-07 19:41:12
4863,1008,45,0,15,1,11,1,2014-03-31 19:29:36,2018-10-22 18:56:57
5419,1112,90,0,15,1,2,1,2014-06-18 05:20:48,2017-08-24 16:08:47
5515,928,30,0,0,1,16,1,2014-07-03 20:05:52,2014-07-03 20:06:49
5531,1111,90,0,15,1,22,1,2014-07-04 17:14:51,2014-07-04 17:14:51
5636,1159,30,0,90,1,1,1,2014-07-24 00:25:54,2014-07-24 01:31:34
6004,1217,15,0,0,1,13,1,2014-08-30 00:32:11,2021-08-11 03:31:01
6391,1292,45,0,0,1,1,1,2014-10-22 21:40:05,2018-09-20 16:34:17
6472,1310,60,0,0,1,1,1,2014-11-10 23:02:43,2022-05-02 02:22:26
6477,1310,150,0,0,1,10,1,2014-11-10 23:17:59,2022-05-02 02:25:46
6627,1339,30,0,30,0,2,1,2014-12-08 19:04:16,2014-12-16 18:48:25
6637,1341,30,0,30,0,0,1,2014-12-08 19:17:27,2014-12-18 15:01:12
6869,1380,240,0,0,1,1,1,2015-01-12 20:03:26,2018-08-28 16:44:09
7354,1455,60,0,0,1,1,1,2015-03-17 17:13:31,2023-05-18 04:22:23
7407,1292,45,0,0,0,2,1,2015-03-24 23:09:20,2025-06-14 18:14:47
7523,1478,60,0,0,1,5,1,2015-04-06 20:56:46,2022-03-16 22:29:34
8097,1592,60,0,60,1,21,1,2015-06-08 20:48:02,2026-04-30 23:29:27
8245,1621,90,0,30,1,5,1,2015-06-26 18:17:37,2020-09-17 18:40:14
8367,954,30,0,15,1,16,1,2015-07-09 15:34:55,2026-02-03 17:21:39
8369,954,90,0,15,1,20,1,2015-07-09 15:37:12,2026-02-03 17:21:39
8420,1654,30,0,0,1,1,1,2015-07-13 21:31:46,2015-07-13 21:31:46
8917,1741,150,0,15,1,54,1,2015-08-31 20:43:52,2023-05-05 12:06:44
9044,1757,30,0,0,1,1,1,2015-09-08 17:09:04,2015-09-08 17:09:04
9153,861,30,0,0,0,0,1,2015-09-23 18:27:09,2015-09-23 18:28:36
9171,1779,30,0,0,1,4,1,2015-09-25 16:22:51,2015-09-25 16:22:51
9254,1802,60,0,0,1,18,1,2015-10-05 16:14:13,2023-01-19 23:42:16
9294,1802,30,0,0,1,27,1,2015-10-06 00:39:21,2021-04-23 14:02:20
9363,608,15,0,0,0,0,1,2015-10-08 16:40:05,2017-06-13 20:13:20
9674,23,60,0,15,1,32,1,2015-11-13 14:32:11,2020-10-21 19:18:55
10303,1946,60,0,30,1,3,1,2016-01-18 17:30:51,2016-08-15 17:11:52
10561,760,60,0,0,1,9,1,2016-02-08 20:13:18,2021-02-01 22:19:04
10621,1990,10,0,5,0,0,1,2016-02-16 15:32:45,2016-02-16 19:21:12
11122,2053,60,0,0,1,1,1,2016-04-06 06:23:07,2016-05-19 00:29:08
11226,2075,60,0,0,1,4,1,2016-04-19 04:09:23,2016-04-19 04:09:23
11540,2130,20,0,0,1,1,1,2016-06-01 21:23:26,2025-01-10 13:47:56
12350,756,15,0,0,0,0,1,2016-09-08 20:22:27,2016-09-27 21:32:23
12465,2330,30,0,0,1,1,1,2016-09-20 06:36:10,2016-09-20 06:36:10
12503,2210,60,0,0,1,20,1,2016-09-23 15:53:00,2024-05-15 15:59:21
12553,2345,30,0,0,1,1,1,2016-09-30 18:16:28,2017-08-10 13:42:03
12555,2345,30,0,0,1,2,1,2016-09-30 18:17:31,2020-04-22 20:48:26
12576,2333,60,0,15,0,0,1,2016-10-03 18:14:57,2016-10-03 18:31:21
12581,661,75,0,0,1,68,1,2016-10-04 20:03:35,2024-04-30 15:39:49
12617,1683,45,1,0,1,4,1,2016-10-05 21:10:59,2025-07-22 21:18:53
12622,1683,60,0,0,0,30,1,2016-10-05 21:16:18,2018-02-22 20:34:44
12867,2340,90,0,0,0,5,1,2016-11-10 16:47:57,2017-06-01 13:39:52
13016,2379,30,0,0,1,8,1,2016-11-30 19:42:25,2018-11-28 18:49:16
13034,2379,15,0,0,1,5,1,2016-12-01 20:21:39,2018-11-28 18:49:16
13138,1292,60,0,0,1,22,1,2017-01-02 14:10:53,2018-09-20 16:33:31
13843,661,75,0,0,1,77,1,2017-05-16 00:53:26,2024-04-30 15:39:00
13868,923,90,0,20,1,11,1,2017-05-19 21:15:01,2025-01-06 21:55:12
14165,1991,45,0,30,1,35,1,2017-08-02 19:04:27,2021-03-19 15:17:01
14866,2481,60,0,0,1,1,1,2018-02-09 00:46:25,2022-01-11 15:51:35
14895,661,75,0,0,1,67,1,2018-02-13 19:38:03,2019-10-21 17:58:08
14972,2483,120,0,30,1,1,1,2018-03-08 22:31:20,2025-02-19 17:34:56
15202,1429,30,0,0,1,2,1,2018-04-16 22:40:11,2022-02-07 15:44:33
15387,1885,60,0,0,1,584,1,2018-06-18 18:43:27,2018-06-18 18:43:27
15414,1885,60,0,0,1,601,1,2018-06-20 18:11:50,2018-06-20 18:11:50
15758,2507,90,0,0,1,19,3,2018-09-04 17:32:36,2026-04-27 14:46:51
15769,2507,90,0,0,1,12,10,2018-09-04 18:04:22,2024-10-22 15:35:29
15770,2507,60,0,0,1,3,18,2018-09-04 18:04:57,2024-10-22 15:33:47
15776,2510,90,0,0,1,11,3,2018-09-04 20:14:08,2026-04-27 14:50:05
15777,2510,60,0,0,1,2,2,2018-09-04 20:14:47,2024-10-22 15:18:34
15780,2510,90,0,0,1,4,15,2018-09-04 20:17:46,2024-10-22 15:18:53
15789,2510,60,0,0,1,3,18,2018-09-04 20:58:53,2024-10-22 15:18:42
15808,2512,90,0,0,1,1,2,2018-09-04 17:31:17,2026-04-01 13:20:20
15814,2512,60,0,0,1,9,11,2018-09-04 17:37:54,2024-10-22 15:12:14
15879,2503,60,0,0,1,5,11,2018-09-12 16:42:49,2023-11-20 20:58:56
15881,2503,60,0,30,1,8,10,2018-09-12 16:46:12,2025-10-03 17:44:38
15886,2503,60,0,30,1,12,10,2018-09-12 16:53:21,2023-11-20 20:23:36
15892,1375,270,0,0,1,2,1,2018-09-16 22:08:43,2025-07-07 19:58:50
15929,2505,30,0,15,1,7,8,2018-09-19 16:57:43,2020-05-14 17:06:47
16099,661,45,0,0,1,27,1,2018-11-01 19:02:11,2020-06-11 16:49:10
16143,2519,60,0,0,1,15,15,2018-11-06 20:26:02,2025-07-30 20:30:06
16330,2101,45,0,15,1,7,1,2018-12-04 23:00:52,2026-04-02 14:43:53
16331,2101,60,0,15,1,8,1,2018-12-04 23:04:09,2026-04-02 14:43:53
16409,2521,90,0,0,1,14,10,2018-12-13 19:07:32,2025-05-09 16:45:16
16556,2524,60,0,0,1,8,10,2019-01-28 19:48:37,2023-06-12 17:08:01
16568,2519,60,0,0,1,16,11,2019-01-31 02:39:59,2025-07-30 20:30:12
16578,2524,90,0,0,1,10,11,2019-01-31 15:50:38,2024-05-13 16:28:27
16580,2524,30,0,0,1,12,11,2019-01-31 15:52:23,2024-05-13 16:28:51
16589,2275,90,0,0,1,66,1,2019-01-31 21:02:34,2019-01-31 21:02:34
16595,2521,60,0,0,1,12,15,2019-02-01 19:52:54,2025-11-04 20:10:31
16608,2521,90,0,0,0,13,1,2019-02-05 17:04:48,2020-10-29 15:18:44
16649,2523,45,0,15,1,13,11,2019-02-15 20:44:49,2025-06-21 04:46:59
16654,2523,60,0,30,1,23,3,2019-02-15 20:48:14,2025-06-21 04:46:59
16655,2523,60,0,30,1,25,11,2019-02-15 20:50:54,2025-06-21 04:46:59
16687,2529,120,0,30,1,1,1,2019-02-26 18:44:48,2025-09-05 21:11:54
16737,2519,60,0,0,1,30,18,2019-03-05 22:06:01,2025-07-30 20:31:47
16850,435,30,0,0,1,28,1,2019-04-11 23:15:46,2022-04-01 13:55:46
16873,2532,45,0,15,1,7,3,2019-04-22 17:46:03,2025-11-25 22:26:20
16881,2525,60,0,15,1,12,11,2019-04-25 23:07:23,2025-06-21 04:49:38
16913,2531,90,0,15,1,11,10,2019-05-07 12:45:48,2026-04-20 17:50:07
16914,2531,60,0,15,1,12,10,2019-05-07 12:46:13,2026-04-20 17:50:20
16915,2531,60,0,15,1,13,3,2019-05-07 12:47:01,2026-04-20 17:50:35
16924,2525,60,0,15,1,15,11,2019-05-10 16:59:19,2025-06-21 04:49:38
16958,2536,60,0,15,1,15,8,2019-05-14 18:21:47,2025-07-28 18:02:17
16974,1440,30,0,15,0,0,1,2019-05-22 12:27:13,2019-10-17 13:06:21
16998,2534,60,0,30,1,3,15,2019-06-10 19:44:27,2024-11-12 20:29:45
17016,2531,60,0,15,1,6,18,2019-06-18 13:37:40,2026-04-20 17:49:03
17195,2525,60,0,15,1,4,2,2019-09-05 22:17:22,2025-06-27 17:13:04
17216,2542,60,0,0,1,2,2,2019-09-13 15:10:25,2025-01-21 17:04:16
17218,2542,60,0,0,1,5,4,2019-09-13 15:12:55,2025-01-21 17:05:17
17220,2542,60,0,0,1,8,15,2019-09-13 15:16:36,2024-03-22 16:46:08
